,PlayerName,Position,assistTackles,avgInterceptionYards,avgSackYards,avgStuffYards,blockedFieldGoalTouchdowns,blockedPuntTouchdowns,hurries,kicksBlocked,longInterception,miscTouchdowns,passesBattedDown,passesDefended,QBHits,twoPtReturns,sacks,sackYards,safeties,soloTackles,stuffs,stuffYards,tacklesForLoss,tacklesYardsLost,teamGamesPlayed,totalTackles,yardsAllowed,pointsAllowed
234,Larry Ogunjobi,DT,0.0,6.666999816894531,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.5,10.0,0.0,25.0,8.0,12.0,7.0,14.0,17.0,48.0,0.0,0.0,0.0
235,Davon Godchaux,DT,0.0,5.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,7.5,0.0,25.0,3.5,3.0,3.0,4.0,17.0,62.0,0.0,0.0,0.0
236,Harrison Phillips,DT,0.0,4.666999816894531,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.5,7.0,0.0,28.0,9.5,3.0,3.0,7.0,17.0,59.0,0.0,0.0,0.0
237,Bilal Nichols,DT,0.0,9.0,2.6670000553131104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.5,13.5,0.0,16.0,7.5,8.0,4.0,10.0,17.0,44.0,0.0,0.0,0.0
238,Darius Harris,LB,0.0,12.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.5,18.0,0.0,23.0,3.0,5.0,3.0,13.0,17.0,43.0,0.0,0.0,0.0
239,Jahlani Tavai,LB,0.0,8.333000183105469,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.5,12.5,0.0,37.0,4.0,2.0,2.0,7.0,17.0,69.0,0.0,0.0,0.0
240,Jonathan Greenard,DE,39.0,4.0,2.799999952316284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.5,6.0,0.0,9.0,7.0,14.0,6.0,19.0,17.0,16.0,0.0,0.0,0.0
241,Anfernee Jennings,LB,0.0,10.666999816894531,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.5,16.0,0.0,15.0,4.0,2.0,1.0,2.0,17.0,27.0,0.0,0.0,0.0
242,Benito Jones,DT,0.0,1.6670000553131104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.5,2.5,0.0,8.0,3.0,0.0,0.0,0.0,17.0,16.0,0.0,0.0,0.0
243,Damar Hamlin,S,0.0,7.666999816894531,2.5999999046325684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.5,11.5,0.0,63.0,5.5,13.0,6.0,15.0,16.0,91.0,0.0,0.0,0.0
244,Nick McCloud,CB,0.0,7.666999816894531,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,1.5,11.5,0.0,35.0,1.5,3.0,2.0,14.0,17.0,43.0,0.0,0.0,0.0
245,Kyzir White,LB,0.0,4.333000183105469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,1.5,6.5,0.0,66.0,4.5,1.0,3.0,9.0,17.0,110.0,0.0,0.0,0.0
246,Mack Wilson Sr.,LB,0.0,6.666999816894531,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.5,10.0,0.0,15.0,2.0,4.0,2.0,1.0,17.0,36.0,0.0,0.0,0.0
247,Nathan Shepherd,DT,0.0,7.666999816894531,1.6670000553131104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.5,11.5,0.0,16.0,4.0,5.0,4.0,11.0,17.0,33.0,0.0,0.0,0.0
248,Jason Pinnock,CB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
249,Dominique Robinson,DE,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.5,7.5,0.0,19.0,3.0,1.0,2.0,6.0,17.0,30.0,0.0,0.0,0.0
250,Nik Bonitto,LB,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,13.5,0.0,6.0,1.0,3.0,1.0,0.0,17.0,14.0,0.0,0.0,0.0
251,Chad Muma,LB,0.0,1.3329999446868896,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.5,2.0,0.0,28.0,2.0,3.0,3.0,4.0,17.0,47.0,0.0,0.0,0.0
252,Devonte Wyatt,DT,0.0,4.333000183105469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.5,6.5,0.0,8.0,2.0,0.0,0.0,0.0,17.0,15.0,0.0,0.0,0.0
253,Jevon Holland,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
254,Teair Tart,DT,0.0,8.666999816894531,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,1.5,13.0,0.0,20.0,8.0,10.0,5.0,18.0,17.0,34.0,0.0,0.0,0.0
255,Quay Walker,LB,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,1.5,13.5,0.0,75.0,6.0,10.0,5.0,8.0,17.0,121.0,0.0,0.0,0.0
256,Ndamukong Suh,DT,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.5,0.0,4.0,2.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0
257,Robert Quinn,DE,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,11.0,0.0,8.0,0.0,1.0,2.0,12.0,18.0,10.0,0.0,0.0,0.0
258,Mario Addison,DE,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,5.0,0.0,6.0,3.0,0.0,1.0,5.0,17.0,15.0,0.0,0.0,0.0
259,Chris Harris Jr.,S,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,26.0,2.0,0.0,1.0,4.0,13.0,29.0,0.0,0.0,0.0
260,Josh Bynes,LB,0.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,7.0,0.0,19.0,1.0,2.0,2.0,9.0,14.0,29.0,0.0,0.0,0.0
261,Akiem Hicks,DE,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,8.0,0.0,13.0,4.0,2.0,2.0,10.0,17.0,22.0,0.0,0.0,0.0
262,Tyrann Mathieu,S,14.666999816894531,0.0,1.3329999446868896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,64.0,1.0,4.0,3.0,2.0,17.0,91.0,0.0,0.0,0.0
263,Brandon Copeland,LB,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,1.0,7.0,3.0,5.0,0.0,0.0,0.0
264,Anthony Barr,LB,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,9.0,0.0,35.0,4.5,4.0,2.0,13.0,17.0,58.0,0.0,0.0,0.0
265,C.J. Mosley,LB,0.0,0.0,2.4000000953674316,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,99.0,9.5,12.0,5.0,5.0,17.0,158.0,0.0,0.0,0.0
266,Brent Urban,DE,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,9.0,0.0,10.0,3.0,2.0,2.0,11.0,17.0,21.0,0.0,0.0,0.0
267,Justin Ellis,DT,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,5.0,1.0,2.0,2.0,10.0,17.0,22.0,0.0,0.0,0.0
268,Kerry Hyder Jr.,DE,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,3.0,0.0,10.0,0.5,0.0,1.0,3.0,17.0,19.0,0.0,0.0,0.0
269,Joe Thomas,LB,0.0,6.0,1.3329999446868896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,0.0,35.0,4.5,4.0,4.0,10.0,15.0,61.0,0.0,0.0,0.0
270,K'Waun Williams,CB,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,7.0,0.0,30.0,0.0,1.0,2.0,8.0,17.0,44.0,0.0,0.0,0.0
271,Eric Kendricks,LB,0.0,8.0,2.6670000553131104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,1.0,8.0,0.0,87.0,11.0,16.0,8.0,14.0,17.0,137.0,0.0,0.0,0.0
272,Carl Davis Jr.,DT,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,3.0,3.0,0.0,1.0,12.0,17.0,11.0,0.0,0.0,0.0
273,Marcus Peters,CB,8.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,12.0,0.0,35.0,3.5,1.0,2.0,12.0,17.0,47.0,0.0,0.0,0.0
274,Denzel Perryman,LB,24.0,7.0,3.1540000438690186,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,7.0,0.0,54.0,9.5,41.0,14.0,32.0,17.0,83.0,0.0,0.0,0.0
275,Adrian Amos,S,26.0,2.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,2.0,0.0,73.0,6.0,15.0,7.0,13.0,17.0,102.0,0.0,0.0,0.0
276,Rayshawn Jenkins,S,21.33300018310547,0.0,3.3329999446868896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,2.0,0.0,1.0,0.0,0.0,73.0,11.0,10.0,3.0,9.0,17.0,116.0,0.0,0.0,0.0
277,Hassan Ridgeway,DT,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,8.0,0.0,14.0,4.0,2.0,3.0,9.0,17.0,28.0,0.0,0.0,0.0
278,David Mayo,LB,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,14.0,4.5,4.0,2.0,5.0,17.0,35.0,0.0,0.0,0.0
279,Matt Ioannidis,DT,0.0,5.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,5.0,0.0,17.0,6.0,9.0,5.0,13.0,17.0,37.0,0.0,0.0,0.0
280,Emmanuel Ogbah,DE,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,7.0,0.0,7.0,2.5,0.0,1.0,7.0,17.0,11.0,0.0,0.0,0.0
281,Jaleel Johnson,DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0
282,Austin Johnson,DT,0.0,10.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,10.0,0.0,16.0,2.5,3.0,3.0,11.0,17.0,22.0,0.0,0.0,0.0
283,Landon Collins,S,52.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,7.0,0.0,7.0,1.0,0.0,1.0,7.0,6.0,15.0,0.0,0.0,0.0
284,Dylan Cole,LB,0.0,9.0,1.3329999446868896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,42.0,6.0,4.0,4.0,11.0,17.0,64.0,0.0,0.0,0.0
285,Tyquan Lewis,DE,0.0,8.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,8.0,0.0,8.0,2.0,9.0,2.0,11.0,17.0,14.0,0.0,0.0,0.0
286,Tracy Walker III,S,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,11.0,0.0,0.0,1.0,4.0,17.0,20.0,0.0,0.0,0.0
287,Duke Riley,LB,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,25.0,1.5,6.0,3.0,21.0,17.0,45.0,0.0,0.0,0.0
288,Jourdan Lewis,CB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,26.0,0.0,0.0,0.0
289,Steven Nelson,CB,33.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,7.0,0.0,39.0,1.0,4.0,1.0,4.0,17.0,52.0,0.0,0.0,0.0
290,Deadrin Senat,DT,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,10.0,2.0,1.0,2.0,7.0,15.0,17.0,0.0,0.0,0.0
291,Vonn Bell,S,14.0,6.5,1.7999999523162842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,4.0,0.0,1.0,6.5,0.0,53.0,4.0,9.0,4.0,6.0,16.0,77.0,0.0,0.0,0.0
292,Andrew Billings,DT,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,18.0,6.5,6.0,3.0,6.0,17.0,39.0,0.0,0.0,0.0
293,Charles Harris,LB,0.0,5.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,5.0,0.0,10.0,3.5,3.0,2.0,0.0,17.0,14.0,0.0,0.0,0.0
294,Al-Quadin Muhammad,DE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,15.0,3.0,1.0,1.0,0.0,17.0,29.0,0.0,0.0,0.0
295,Jaylon Smith,LB,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,0.0,46.0,3.5,6.0,3.0,13.0,14.0,88.0,0.0,0.0,0.0
296,Michael Davis,CB,30.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,1.0,6.0,0.0,48.0,2.5,1.0,2.0,6.0,17.0,62.0,0.0,0.0,0.0
297,Eric Wilson,LB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,1.0,2.0,13.0,17.0,0.0,0.0,0.0
298,E.J. Speed,LB,0.0,7.0,1.4290000200271606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,7.0,0.0,37.0,10.0,10.0,7.0,9.0,17.0,63.0,0.0,0.0,0.0
299,Tony Brown,CB,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,1.0,6.0,17.0,7.0,0.0,0.0,0.0
300,Chase Winovich,DE,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,10.0,0.0,14.0,1.0,0.0,1.0,10.0,17.0,20.0,0.0,0.0,0.0
301,Germaine Pratt,LB,1.5,4.0,2.200000047683716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0,4.0,0.0,50.0,9.5,11.0,6.0,8.0,16.0,99.0,0.0,0.0,0.0
302,Abdullah Anderson,DT,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,15.0,2.5,1.0,2.0,7.0,16.0,40.0,0.0,0.0,0.0
303,Ryan Neal,S,13.0,6.0,1.6670000553131104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,6.0,0.0,45.0,3.5,5.0,4.0,11.0,17.0,66.0,0.0,0.0,0.0
304,Raekwon McMillan,LB,0.0,9.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,26.0,3.0,7.0,5.0,16.0,17.0,35.0,0.0,0.0,0.0
305,Avonte Maddox,CB,2.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,10.0,0.0,28.0,2.5,4.0,3.0,14.0,17.0,43.0,0.0,0.0,0.0
306,Malik Reed,LB,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,5.0,0.0,8.0,0.5,0.0,1.0,5.0,17.0,25.0,0.0,0.0,0.0
307,Genard Avery,LB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,2.0,13.0,5.0,0.0,0.0,0.0
308,Armon Watts,DT,0.0,7.0,1.3329999446868896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,0.0,18.0,5.0,4.0,4.0,9.0,17.0,35.0,0.0,0.0,0.0
309,Robert Spillane,LB,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,52.0,7.5,10.0,4.0,9.0,17.0,79.0,0.0,0.0,0.0
310,Leighton Vander Esch,LB,0.0,4.0,1.6670000553131104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,54.0,6.0,5.0,4.0,5.0,17.0,90.0,0.0,0.0,0.0
311,Sione Takitaki,LB,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,36.0,4.5,6.0,4.0,12.0,17.0,71.0,0.0,0.0,0.0
312,Danny Johnson,CB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0,2.0,0.0,20.0,0.0,0.0,1.0,2.0,11.0,29.0,0.0,0.0,0.0
313,Mike Edwards,S,34.0,5.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,5.0,0.0,52.0,2.0,3.0,3.0,6.0,17.0,82.0,0.0,0.0,0.0
314,Carlos Davis,DT,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0
315,Jonathan Ledbetter,DE,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,0.0,10.0,4.0,1.0,2.0,7.0,17.0,22.0,0.0,0.0,0.0
316,Jerry Tillery,DT,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,7.0,0.0,13.0,1.0,0.0,0.0,0.0,16.0,18.0,0.0,0.0,0.0
317,Neville Gallimore,DT,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,16.0,2.0,2.0,2.0,11.0,17.0,33.0,0.0,0.0,0.0
318,Marquise Copeland,DT,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,16.0,4.0,5.0,2.0,5.0,17.0,31.0,0.0,0.0,0.0
319,Tae Crowder,LB,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,8.0,0.0,26.0,3.0,9.0,3.0,11.0,16.0,45.0,0.0,0.0,0.0
320,Isaiah Oliver,CB,27.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,7.0,0.0,25.0,0.5,1.0,3.0,12.0,17.0,37.0,0.0,0.0,0.0
321,Broderick Washington,DT,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,8.0,0.0,25.0,4.0,3.0,2.0,8.0,17.0,49.0,0.0,0.0,0.0
322,Joe Gaziano,DE,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,6.0,1.5,0.0,1.0,6.0,8.0,8.0,0.0,0.0,0.0
323,Juan Thornhill,S,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,8.0,0.0,43.0,1.0,6.0,4.0,14.0,17.0,71.0,0.0,0.0,0.0
324,Tremaine Edmunds,LB,4.0,8.0,2.200000047683716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,1.0,8.0,0.0,66.0,8.5,11.0,6.0,17.0,16.0,102.0,0.0,0.0,0.0
325,Tim Settle,DT,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,7.0,0.0,11.0,5.0,6.0,4.0,8.0,16.0,19.0,0.0,0.0,0.0
326,Justin Reid,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
327,Casey Toohill,DE,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,13.0,4.5,3.0,2.0,3.0,17.0,25.0,0.0,0.0,0.0
328,Demetrius Flannigan-Fowles,LB,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,13.0,1.0,0.0,1.0,10.0,17.0,22.0,0.0,0.0,0.0
329,Rasul Douglas,CB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
330,Jake Hansen,LB,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,15.0,2.5,1.0,2.0,6.0,17.0,25.0,0.0,0.0,0.0
331,C.J. Gardner-Johnson,S,9.0,11.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,11.0,0.0,61.0,4.5,20.0,5.0,21.0,17.0,67.0,0.0,0.0,0.0
332,Tyrel Dodson,LB,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,22.0,2.0,0.0,1.0,3.0,16.0,32.0,0.0,0.0,0.0
333,Derrick Brown,DT,0.0,2.5,1.2000000476837158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,12.0,0.0,1.0,2.5,0.0,30.0,11.5,6.0,5.0,5.0,17.0,67.0,0.0,0.0,0.0
334,Julian Blackmon,S,17.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,36.0,2.5,3.0,2.0,10.0,17.0,50.0,0.0,0.0,0.0
335,Krys Barnes,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,29.0,0.0,0.0,0.0
336,Chauncey Golston,DE,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,13.0,3.0,2.0,2.0,2.0,17.0,22.0,0.0,0.0,0.0
337,Tomon Fox,LB,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,15.0,4.5,6.0,3.0,6.0,17.0,24.0,0.0,0.0,0.0
338,Ross Blacklock,DT,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,2.0,1.0,1.0,2.0,10.0,17.0,2.0,0.0,0.0,0.0
339,Malcolm Roach,DE,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,14.0,3.0,1.0,2.0,3.0,17.0,26.0,0.0,0.0,0.0
340,Roy Lopez,DT,0.0,7.0,1.7999999523162842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,7.0,1.0,20.0,8.0,9.0,6.0,14.0,17.0,36.0,0.0,0.0,0.0
341,JuJu Hughes,S,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,14.0,1.0,1.0,2.0,6.0,9.0,18.0,0.0,0.0,0.0
342,Raekwon Davis,DT,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,0.0,13.0,5.0,0.0,1.0,7.0,17.0,33.0,0.0,0.0,0.0
343,Terrell Lewis,LB,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,9.0,1.0,1.0,2.0,5.0,14.0,13.0,0.0,0.0,0.0
344,Trysten Hill,DT,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,8.0,0.0,10.0,4.0,8.0,5.0,14.0,17.0,12.0,0.0,0.0,0.0
345,Jordyn Brooks,LB,0.0,10.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,10.0,0.0,103.0,8.0,5.0,3.0,15.0,17.0,161.0,0.0,0.0,0.0
346,Jeremy Chinn,S,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,11.0,0.0,51.0,2.5,2.0,2.0,11.0,17.0,70.0,0.0,0.0,0.0
347,Zech McPhearson,CB,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,12.0,0.0,0.0,1.0,11.0,17.0,14.0,0.0,0.0,0.0
348,Julian Love,S,22.0,9.0,1.7999999523162842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,9.0,0.0,79.0,3.0,9.0,6.0,18.0,17.0,124.0,0.0,0.0,0.0
