,PlayerName,Position,assistTackles,avgInterceptionYards,avgSackYards,avgStuffYards,blockedFieldGoalTouchdowns,blockedPuntTouchdowns,hurries,kicksBlocked,longInterception,miscTouchdowns,passesBattedDown,passesDefended,QBHits,twoPtReturns,sacks,sackYards,safeties,soloTackles,stuffs,stuffYards,tacklesForLoss,tacklesYardsLost,teamGamesPlayed,totalTackles,yardsAllowed,pointsAllowed
228,Denzel Ward,CB,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,42.0,1.5,2.0,1.0,2.0,17.0,53.0,0.0,0.0,0.0
229,Carl Granderson,DE,0.0,6.091000080108643,3.6670000553131104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.5,33.5,0.0,30.0,9.5,22.0,9.0,33.0,17.0,53.0,0.0,0.0,0.0
230,Darious Williams,CB,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,4.0,2.0,1.0,17.0,53.0,0.0,0.0,0.0
231,Jaycee Horn,CB,16.33300018310547,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,37.0,2.0,2.0,2.0,2.0,17.0,53.0,0.0,0.0,0.0
232,Steven Nelson,CB,33.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,7.0,0.0,39.0,1.0,4.0,1.0,4.0,17.0,52.0,0.0,0.0,0.0
233,Kendall Fuller,CB,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,36.0,1.5,1.0,1.0,1.0,17.0,52.0,0.0,0.0,0.0
234,Jarran Reed,DT,0.0,8.199999809265137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.5,20.5,0.0,29.0,7.5,3.0,5.0,16.0,17.0,52.0,0.0,0.0,0.0
235,Justin Jones,DT,0.0,7.333000183105469,1.8890000581741333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,3.0,22.0,0.0,28.0,10.5,17.0,12.0,34.0,17.0,52.0,0.0,0.0,0.0
236,Rodney Thomas II,S,12.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,17.0,52.0,0.0,0.0,0.0
237,Aidan Hutchinson,DE,8.333000183105469,6.263000011444092,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,15.0,0.0,9.5,59.5,0.0,34.0,6.5,3.0,9.0,54.0,17.0,52.0,0.0,0.0,0.0
238,Adoree' Jackson,CB,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,4.0,2.0,4.0,17.0,51.0,0.0,0.0,0.0
239,Mike Hughes,CB,0.0,0.0,2.3329999446868896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,35.0,4.0,7.0,3.0,7.0,17.0,51.0,0.0,0.0,0.0
240,Nick Bosa,DE,0.0,7.432000160217285,2.6670000553131104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,18.5,137.5,0.0,41.0,5.0,8.0,19.0,129.0,17.0,51.0,0.0,0.0,0.0
241,Khalil Mack,LB,0.0,7.25,1.399999976158142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,8.0,58.0,0.0,33.0,9.0,7.0,12.0,45.0,17.0,50.0,0.0,0.0,0.0
242,Jimmie Ward,CB,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,38.0,2.0,2.0,1.0,2.0,17.0,50.0,0.0,0.0,0.0
243,Cameron Dantzler Sr.,CB,0.0,0.0,2.6670000553131104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,8.0,3.0,8.0,17.0,50.0,0.0,0.0,0.0
244,Julian Blackmon,S,17.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,36.0,2.5,3.0,2.0,10.0,17.0,50.0,0.0,0.0,0.0
245,William Gholston,DE,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,24.0,11.0,5.0,4.0,3.0,17.0,49.0,0.0,0.0,0.0
246,Aaron Donald,DT,0.0,8.399999618530273,1.6670000553131104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,5.0,42.0,0.0,27.0,11.5,10.0,10.0,42.0,17.0,49.0,0.0,0.0,0.0
247,Haason Reddick,LB,0.0,8.281000137329102,1.6670000553131104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,16.0,132.5,0.0,35.0,4.0,5.0,11.0,64.0,17.0,49.0,0.0,0.0,0.0
248,Eli Apple,CB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,35.0,1.5,1.0,1.0,1.0,16.0,49.0,0.0,0.0,0.0
249,Shy Tuttle,DT,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,5.5,0.0,26.0,3.0,0.0,1.0,1.0,17.0,49.0,0.0,0.0,0.0
250,Broderick Washington,DT,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,8.0,0.0,25.0,4.0,3.0,2.0,8.0,17.0,49.0,0.0,0.0,0.0
251,Brandon Jones,S,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,30.0,0.0,26.0,1.5,0.0,1.0,17.0,17.0,49.0,0.0,0.0,0.0
252,Kayvon Thibodeaux,LB,0.0,8.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,4.0,34.0,0.0,33.0,4.0,9.0,6.0,25.0,17.0,49.0,0.0,0.0,0.0
253,Travon Walker,LB,9.0,6.571000099182129,3.3329999446868896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,0.0,3.5,23.0,0.0,24.0,5.0,10.0,5.0,20.0,17.0,49.0,0.0,0.0,0.0
254,Jaylen Watson,CB,99.0,0.0,1.3329999446868896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,37.0,1.5,4.0,3.0,4.0,17.0,49.0,0.0,0.0,0.0
255,Markus Golden,LB,0.0,5.800000190734863,2.4000000953674316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.5,14.5,0.0,22.0,9.0,12.0,7.0,21.0,17.0,48.0,0.0,0.0,0.0
256,Larry Ogunjobi,DT,0.0,6.666999816894531,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.5,10.0,0.0,25.0,8.0,12.0,7.0,14.0,17.0,48.0,0.0,0.0,0.0
257,Kamu Grugier-Hill,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
258,Khalen Saunders,DT,0.0,6.428999900817871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,3.5,22.5,0.0,22.0,2.0,0.0,3.0,21.0,17.0,48.0,0.0,0.0,0.0
259,Levi Wallace,CB,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,17.0,48.0,0.0,0.0,0.0
260,Josh Sweat,DE,42.0,7.636000156402588,1.7139999866485596,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,0.0,11.0,84.0,0.0,31.0,9.0,12.0,15.0,65.0,17.0,48.0,0.0,0.0,0.0
261,Kristian Fulton,CB,0.0,0.0,2.6670000553131104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,8.0,3.0,8.0,17.0,48.0,0.0,0.0,0.0
262,Jonathon Cooper,LB,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,13.0,0.0,23.0,1.5,0.0,2.0,13.0,17.0,48.0,0.0,0.0,0.0
263,Tony Fields II,LB,16.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,3.0,1.0,3.0,17.0,48.0,0.0,0.0,0.0
264,Bryce Callahan,CB,12.333000183105469,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,34.0,2.0,4.0,2.0,4.0,17.0,47.0,0.0,0.0,0.0
265,Marcus Peters,CB,8.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,12.0,0.0,35.0,3.5,1.0,2.0,12.0,17.0,47.0,0.0,0.0,0.0
266,Cory Littleton,LB,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.5,2.0,0.0,28.0,4.5,4.0,1.0,4.0,17.0,47.0,0.0,0.0,0.0
267,Andrew Van Ginkel,LB,23.0,7.0,2.3329999446868896,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,0.5,3.5,0.0,24.0,4.0,7.0,3.0,6.0,17.0,47.0,0.0,0.0,0.0
268,Zach Allen,DE,0.0,7.363999843597412,2.4000000953674316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,5.5,40.5,0.0,23.0,11.0,12.0,10.0,46.0,17.0,47.0,0.0,0.0,0.0
269,Dre'Mont Jones,DE,0.0,7.230999946594238,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.5,47.0,0.0,24.0,8.0,8.0,9.0,39.0,17.0,47.0,0.0,0.0,0.0
270,Jaylon Jones,CB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,33.0,1.5,0.0,0.0,0.0,17.0,47.0,0.0,0.0,0.0
271,A.J. Terrell,CB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
272,Derrick Barnes,LB,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,27.0,5.0,2.0,3.0,9.0,17.0,47.0,0.0,0.0,0.0
273,Chad Muma,LB,0.0,1.3329999446868896,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.5,2.0,0.0,28.0,2.0,3.0,3.0,4.0,17.0,47.0,0.0,0.0,0.0
274,Damone Clark,LB,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,3.0,1.0,3.0,17.0,47.0,0.0,0.0,0.0
275,Lawrence Guy,DE,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,18.0,0.0,18.0,3.5,2.0,3.0,14.0,17.0,46.0,0.0,0.0,0.0
276,Kyle Van Noy,LB,0.0,5.599999904632568,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,5.0,28.0,0.0,30.0,3.5,15.0,8.0,38.0,17.0,46.0,0.0,0.0,0.0
277,Montez Sweat,DE,0.0,7.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,0.0,8.0,59.0,0.0,27.0,8.0,12.0,14.0,68.0,17.0,46.0,0.0,0.0,0.0
278,Anthony Nelson,LB,0.0,8.36400032043457,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.5,46.0,0.0,26.0,3.5,1.0,4.0,20.0,17.0,46.0,0.0,0.0,0.0
279,Jonas Griffith,LB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,17.0,46.0,0.0,0.0,0.0
280,Akeem Davis-Gaither,LB,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,1.5,6.0,2.0,6.0,16.0,46.0,0.0,0.0,0.0
281,Amani Hooker,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
282,Isaiah Buggs,DE,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0,5.0,0.0,21.0,4.5,0.0,0.0,0.0,17.0,46.0,0.0,0.0,0.0
283,Jacob Phillips,LB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,29.0,1.5,0.0,2.0,4.0,17.0,46.0,0.0,0.0,0.0
284,Alontae Taylor,CB,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,39.0,0.5,2.0,1.0,2.0,17.0,46.0,0.0,0.0,0.0
285,Mike Purcell,DT,0.0,1.6670000553131104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.5,2.5,1.0,21.0,4.5,0.0,1.0,2.0,17.0,45.0,0.0,0.0,0.0
286,DeAndre Houston-Carson,S,18.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,2.0,10.0,2.0,10.0,17.0,45.0,0.0,0.0,0.0
287,Roy Robertson-Harris,DE,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,3.0,21.0,0.0,28.0,9.0,12.0,7.0,33.0,17.0,45.0,0.0,0.0,0.0
288,Leonard Williams,DE,0.0,7.599999904632568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.5,19.0,0.0,26.0,7.5,3.0,5.0,18.0,17.0,45.0,0.0,0.0,0.0
289,Xavien Howard,CB,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,3.0,1.0,3.0,17.0,45.0,0.0,0.0,0.0
290,Duke Riley,LB,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,25.0,1.5,6.0,3.0,21.0,17.0,45.0,0.0,0.0,0.0
291,Jayon Brown,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,17.0,45.0,0.0,0.0,0.0
292,Rock Ya-Sin,CB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,37.0,1.0,0.0,0.0,0.0,17.0,45.0,0.0,0.0,0.0
293,Tae Crowder,LB,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,8.0,0.0,26.0,3.0,9.0,3.0,11.0,16.0,45.0,0.0,0.0,0.0
294,Xavier McKinney,S,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,8.0,0.0,29.0,1.0,2.0,2.0,8.0,17.0,45.0,0.0,0.0,0.0
295,Kwity Paye,DE,0.0,5.833000183105469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,35.0,0.0,32.0,7.0,4.0,10.0,39.0,17.0,45.0,0.0,0.0,0.0
296,Darren Hall,CB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,1.0,1.0,1.0,17.0,45.0,0.0,0.0,0.0
297,Shelby Harris,DE,0.0,8.5,2.6670000553131104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,17.0,0.0,24.0,9.0,8.0,5.0,18.0,17.0,44.0,0.0,0.0,0.0
298,K'Waun Williams,CB,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,7.0,0.0,30.0,0.0,1.0,2.0,8.0,17.0,44.0,0.0,0.0,0.0
299,James Bradberry,CB,18.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,4.0,2.0,4.0,17.0,44.0,0.0,0.0,0.0
300,Deion Jones,LB,5.0,6.400000095367432,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2.5,16.0,0.0,25.0,3.0,8.0,6.0,14.0,17.0,44.0,0.0,0.0,0.0
301,Za'Darius Smith,LB,0.0,7.050000190734863,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,0.0,10.0,70.5,0.0,32.0,6.5,16.0,15.0,87.0,17.0,44.0,0.0,0.0,0.0
302,Chris Jones,DT,0.0,6.806000232696533,2.4000000953674316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,0.0,15.5,105.5,0.0,30.0,5.5,12.0,17.0,94.0,17.0,44.0,0.0,0.0,0.0
303,Rudy Ford,S,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,17.0,44.0,0.0,0.0,0.0
304,Ogbonnia Okoronkwo,DE,0.0,5.400000095367432,1.7999999523162842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,5.0,27.0,0.0,32.0,6.0,9.0,9.0,27.0,17.0,44.0,0.0,0.0,0.0
305,Antonio Hamilton,CB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,17.0,44.0,0.0,0.0,0.0
306,Amani Oruwariye,CB,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,2.0,1.0,0.0,17.0,44.0,0.0,0.0,0.0
307,Bilal Nichols,DT,0.0,9.0,2.6670000553131104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.5,13.5,0.0,16.0,7.5,8.0,4.0,10.0,17.0,44.0,0.0,0.0,0.0
308,Azeez Al-Shaair,LB,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.5,3.0,1.0,3.0,17.0,44.0,0.0,0.0,0.0
309,Trent McDuffie,CB,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,12.0,0.0,28.0,0.5,2.0,1.0,2.0,17.0,44.0,0.0,0.0,0.0
310,Fletcher Cox,DT,0.0,7.214000225067139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,7.0,50.5,0.0,23.0,3.0,2.0,7.0,32.0,17.0,43.0,0.0,0.0,0.0
311,Sheldon Rankins,DT,0.0,7.333000183105469,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,22.0,0.0,25.0,5.0,4.0,4.0,22.0,17.0,43.0,0.0,0.0,0.0
312,Dean Lowry,DE,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.5,3.0,0.0,23.0,4.5,2.0,1.0,2.0,17.0,43.0,0.0,0.0,0.0
313,Cameron Sutton,CB,8.666999816894531,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,1.0,1.0,1.0,17.0,43.0,0.0,0.0,0.0
314,Jihad Ward,LB,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,3.0,12.0,0.0,28.0,5.5,18.0,7.0,17.0,17.0,43.0,0.0,0.0,0.0
315,Darius Harris,LB,0.0,12.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.5,18.0,0.0,23.0,3.0,5.0,3.0,13.0,17.0,43.0,0.0,0.0,0.0
316,Avonte Maddox,CB,2.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,10.0,0.0,28.0,2.5,4.0,3.0,14.0,17.0,43.0,0.0,0.0,0.0
317,David Onyemata,DT,0.0,5.300000190734863,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,5.0,26.5,0.0,25.0,4.5,3.0,5.0,24.0,17.0,43.0,0.0,0.0,0.0
318,Osa Odighizuwa,DT,0.0,6.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,27.0,0.0,27.0,8.0,15.0,8.0,29.0,17.0,43.0,0.0,0.0,0.0
319,Nick McCloud,CB,0.0,7.666999816894531,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,1.5,11.5,0.0,35.0,1.5,3.0,2.0,14.0,17.0,43.0,0.0,0.0,0.0
320,Isaiah McDuffie,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.5,0.0,0.0,0.0,17.0,43.0,0.0,0.0,0.0
321,Derion Kendrick,CB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,17.0,43.0,0.0,0.0,0.0
322,Odafe Oweh,LB,0.0,7.833000183105469,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,23.5,0.0,30.0,5.0,15.0,7.0,29.0,17.0,43.0,0.0,0.0,0.0
323,Derek Stingley Jr.,CB,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,35.0,0.5,0.0,0.0,0.0,17.0,43.0,0.0,0.0,0.0
324,Anthony Brown,CB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,1.0,1.0,17.0,42.0,0.0,0.0,0.0
325,Dalvin Tomlinson,DT,0.0,8.399999618530273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.5,21.0,0.0,19.0,6.5,2.0,3.0,18.0,17.0,42.0,0.0,0.0,0.0
326,A'Shawn Robinson,DT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,2.5,2.0,2.0,1.0,17.0,42.0,0.0,0.0,0.0
327,Joshua Kalu,S,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,10.0,1.0,10.0,17.0,42.0,0.0,0.0,0.0
328,Rasheem Green,DE,0.0,4.285999774932861,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,3.5,15.0,0.0,27.0,3.5,4.0,5.0,16.0,17.0,42.0,0.0,0.0,0.0
329,Justin Madubuike,DT,0.0,3.7269999980926514,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,5.5,20.5,0.0,26.0,8.0,10.0,8.0,28.0,17.0,42.0,0.0,0.0,0.0
330,Josh Metellus,S,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,2.0,1.0,2.0,17.0,42.0,0.0,0.0,0.0
331,Adetokunbo Ogundeji,LB,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,19.0,4.5,2.0,3.0,3.0,17.0,42.0,0.0,0.0,0.0
332,Benjamin St-Juste,CB,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,2.0,12.0,0.0,34.0,0.0,0.0,2.0,12.0,17.0,42.0,0.0,0.0,0.0
333,Greg Newsome II,CB,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.5,3.0,0.0,31.0,0.5,0.0,0.0,0.0,17.0,42.0,0.0,0.0,0.0
334,Jerry Jacobs,CB,38.0,9.0,3.3329999446868896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,9.0,0.0,37.0,2.0,10.0,4.0,12.0,17.0,42.0,0.0,0.0,0.0
335,M.J. Stewart,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1764705926179886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
336,Jason Pinnock,CB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
337,Boye Mafe,LB,0.0,2.6670000553131104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,8.0,0.0,28.0,5.0,2.0,3.0,10.0,17.0,41.0,0.0,0.0,0.0
338,Tavierre Thomas,CB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.5,1.0,1.0,1.0,17.0,41.0,0.0,0.0,0.0
339,Alim McNeill,DT,0.0,8.0,1.2000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,8.0,0.0,17.0,10.0,6.0,6.0,11.0,17.0,41.0,0.0,0.0,0.0
340,Kaiir Elam,CB,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,3.0,1.0,3.0,16.0,41.0,0.0,0.0,0.0
341,Abdullah Anderson,DT,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,15.0,2.5,1.0,2.0,7.0,16.0,40.0,0.0,0.0,0.0
