,PlayerName,ESPNRBRating,LongRushing,NetTotalYards,NetYardsPerGame,RushingAttempts,YardRushingPlays,Rushing1stdowns,RushingFumbles,RushingFumblesLost,RushingTouchdowns,RushingYards,RushingYardsPerGame,Stuffs,StuffYardsLost,TeamGamesPlayed,TotalOffensivePlays,TotalPointsPerGame,TotalTouchdowns,TotalYards,TotalYardsFromScrimmage,TwoPointRushConversion,TwoPointRush,TwoPointRushAttempts,YardsFromScrimmagePerGame,YardsPerGame,YardsPerRushAttempt
167,Andy Dalton,39.0,14.0,2736.0,195.42857360839844,30.0,0.0,6.0,3.0,0.0,0.0,54.0,3.857142925262451,0.0,0.0,17.0,433.0,0.0,18.0,2925.0,54.0,-1.0,0.0,0.0,3.857142925262451,208.92857360839844,1.7999999523162842
168,Chris Streveler,54.0,14.0,144.0,72.0,9.0,0.0,1.0,1.0,0.0,0.0,54.0,27.0,1.0,2.0,3.0,24.0,0.0,0.0,144.0,54.0,-1.0,0.0,0.0,27.0,72.0,6.0
169,Equanimeous St. Brown,54.0,41.0,54.0,3.375,6.0,1.0,2.0,0.0,0.0,0.0,54.0,3.375,1.0,1.0,17.0,6.0,0.375,1.0,377.0,377.0,-1.0,0.0,0.0,23.5625,23.5625,9.0
170,Trestan Ebner,39.0,11.0,54.0,3.1764705181121826,24.0,0.0,2.0,0.0,0.0,0.0,54.0,3.1764705181121826,7.0,17.0,17.0,24.0,0.0,0.0,62.0,62.0,-1.0,0.0,0.0,3.6470587253570557,3.6470587253570557,2.25
171,DJ Moore,53.0,11.0,53.0,3.117647171020508,10.0,0.0,3.0,0.0,0.0,0.0,53.0,3.117647171020508,1.0,3.0,17.0,10.0,2.470588207244873,7.0,941.0,941.0,-1.0,0.0,0.0,55.35293960571289,55.35293960571289,5.300000190734863
172,Ke'Shawn Vaughn,53.0,12.0,53.0,3.5333333015441895,17.0,0.0,3.0,0.0,0.0,0.0,53.0,3.5333333015441895,2.0,6.0,17.0,17.0,0.0,0.0,72.0,72.0,-1.0,0.0,0.0,4.800000190734863,4.800000190734863,3.118000030517578
173,Cooper Kupp,72.0,20.0,52.0,5.777777671813965,9.0,1.0,4.0,0.0,0.0,1.0,52.0,5.777777671813965,2.0,4.0,17.0,10.0,4.666666507720947,7.0,864.0,864.0,-1.0,0.0,0.0,96.0,96.0,5.7779998779296875
174,Kevin Harris,87.0,14.0,52.0,10.399999618530273,18.0,0.0,3.0,0.0,0.0,1.0,52.0,10.399999618530273,3.0,7.0,12.0,18.0,1.2000000476837158,1.0,52.0,52.0,-1.0,0.0,0.0,10.399999618530273,10.399999618530273,2.8889999389648438
175,Phillip Lindsay,49.0,15.0,49.0,16.33333396911621,15.0,0.0,1.0,0.0,0.0,0.0,49.0,16.33333396911621,1.0,2.0,3.0,15.0,0.0,0.0,68.0,68.0,-1.0,1.0,1.0,22.66666603088379,22.66666603088379,3.2669999599456787
176,CeeDee Lamb,47.0,14.0,47.0,2.7647058963775635,10.0,0.0,3.0,0.0,0.0,0.0,47.0,2.7647058963775635,2.0,5.0,17.0,10.0,3.1764705181121826,9.0,1406.0,1406.0,-1.0,0.0,0.0,82.70587921142578,82.70587921142578,4.699999809265137
177,Treylon Burks,47.0,20.0,47.0,4.2727274894714355,4.0,1.0,3.0,0.0,0.0,0.0,47.0,4.2727274894714355,0.0,0.0,17.0,4.0,1.0909091234207153,2.0,491.0,491.0,-1.0,0.0,0.0,44.6363639831543,44.6363639831543,11.75
178,Julio Jones,45.0,15.0,45.0,4.5,5.0,0.0,4.0,0.0,0.0,0.0,45.0,4.5,0.0,0.0,17.0,5.0,1.2000000476837158,2.0,344.0,344.0,-1.0,0.0,0.0,34.400001525878906,34.400001525878906,9.0
179,Joshua Dobbs,14.0,11.0,429.0,214.5,8.0,0.0,4.0,1.0,0.0,0.0,44.0,22.0,0.0,0.0,15.0,82.0,0.0,2.0,455.0,44.0,-1.0,0.0,0.0,22.0,227.5,5.5
180,Greg Dortch,29.0,20.0,44.0,2.75,7.0,1.0,3.0,0.0,0.0,0.0,44.0,2.75,0.0,0.0,17.0,7.0,0.75,2.0,511.0,511.0,-1.0,0.0,0.0,31.9375,31.9375,6.285999774932861
181,Spencer Brown,43.0,7.0,43.0,21.5,9.0,0.0,1.0,0.0,0.0,0.0,43.0,21.5,0.0,0.0,2.0,9.0,0.0,0.0,53.0,53.0,-1.0,0.0,0.0,26.5,26.5,4.7779998779296875
182,Snoop Conner,77.0,8.0,42.0,5.25,12.0,0.0,2.0,0.0,0.0,1.0,42.0,5.25,0.0,0.0,17.0,12.0,0.75,1.0,42.0,42.0,-1.0,0.0,0.0,5.25,5.25,3.5
183,Davis Webb,76.0,14.0,209.0,209.0,6.0,0.0,2.0,0.0,0.0,1.0,41.0,41.0,0.0,0.0,3.0,46.0,6.0,2.0,209.0,41.0,-1.0,0.0,0.0,41.0,209.0,6.833000183105469
184,Isaiah Spiller,41.0,11.0,41.0,6.833333492279053,18.0,0.0,2.0,0.0,0.0,0.0,41.0,6.833333492279053,4.0,9.0,17.0,18.0,0.0,0.0,54.0,54.0,-1.0,0.0,0.0,9.0,9.0,2.2780001163482666
185,Mack Hollins,40.0,17.0,44.0,2.588235378265381,4.0,0.0,2.0,0.0,0.0,0.0,40.0,2.3529412746429443,0.0,0.0,17.0,5.0,1.4117647409439087,4.0,734.0,730.0,-1.0,0.0,0.0,42.94117736816406,43.17647171020508,10.0
186,Jerry Jeudy,40.0,14.0,40.0,2.6666667461395264,4.0,0.0,4.0,0.0,0.0,0.0,40.0,2.6666667461395264,0.0,0.0,17.0,4.0,2.4000000953674316,6.0,1012.0,1012.0,-1.0,0.0,0.0,67.46666717529297,67.46666717529297,10.0
187,Jameson Williams,40.0,40.0,40.0,6.666666507720947,1.0,1.0,1.0,0.0,0.0,0.0,40.0,6.666666507720947,0.0,0.0,17.0,1.0,1.0,1.0,81.0,81.0,-1.0,0.0,0.0,13.5,13.5,40.0
188,Kendrick Bourne,39.0,29.0,39.0,2.4375,6.0,1.0,2.0,0.0,0.0,0.0,39.0,2.4375,2.0,8.0,17.0,6.0,0.375,1.0,473.0,473.0,-1.0,0.0,0.0,29.5625,29.5625,6.5
189,PJ Walker,39.0,20.0,724.0,120.66666412353516,6.0,1.0,3.0,0.0,0.0,0.0,39.0,6.5,0.0,0.0,17.0,119.0,0.0,3.0,770.0,39.0,-1.0,0.0,0.0,6.5,128.3333282470703,6.5
190,Gunner Olszewski,24.0,18.0,39.0,2.4375,8.0,0.0,3.0,0.0,0.0,0.0,39.0,2.4375,0.0,0.0,17.0,8.0,0.0,0.0,92.0,92.0,-1.0,0.0,0.0,5.75,5.75,4.875
191,Dwayne Washington,38.0,8.0,38.0,3.1666667461395264,11.0,0.0,2.0,0.0,0.0,0.0,38.0,3.1666667461395264,1.0,1.0,17.0,11.0,0.0,0.0,45.0,45.0,-1.0,0.0,0.0,3.75,3.75,3.4549999237060547
192,Mitch Trubisky,108.0,9.0,1222.0,174.57142639160156,19.0,0.0,7.0,0.0,0.0,2.0,38.0,5.4285712242126465,1.0,4.0,17.0,210.0,1.7142857313156128,6.0,1290.0,38.0,-1.0,0.0,0.0,5.4285712242126465,184.2857208251953,2.0
193,Dante Pettis,37.0,29.0,37.0,2.1764705181121826,2.0,1.0,2.0,0.0,0.0,0.0,37.0,2.1764705181121826,0.0,0.0,17.0,2.0,1.058823585510254,3.0,282.0,282.0,-1.0,0.0,0.0,16.58823585510254,16.58823585510254,18.5
194,Colt McCoy,36.0,9.0,719.0,179.75,14.0,0.0,5.0,2.0,0.0,0.0,36.0,9.0,1.0,1.0,17.0,159.0,0.0,1.0,816.0,36.0,-1.0,0.0,0.0,9.0,204.0,2.571000099182129
195,Kalif Raymond,21.0,12.0,36.0,2.117647171020508,7.0,0.0,4.0,0.0,0.0,0.0,36.0,2.117647171020508,1.0,6.0,17.0,7.0,0.0,0.0,652.0,652.0,-1.0,0.0,0.0,38.35293960571289,38.35293960571289,5.14300012588501
196,Sam Howell,70.0,10.0,193.0,193.0,5.0,0.0,4.0,0.0,0.0,1.0,35.0,35.0,0.0,0.0,17.0,27.0,6.0,2.0,204.0,35.0,-1.0,0.0,0.0,35.0,204.0,7.0
197,Tutu Atwell,69.0,11.0,34.0,2.615384578704834,9.0,0.0,2.0,0.0,0.0,1.0,34.0,2.615384578704834,2.0,10.0,17.0,9.0,0.9230769276618958,2.0,332.0,332.0,-1.0,0.0,0.0,25.538461685180664,25.538461685180664,3.7780001163482666
198,Jimmy Garoppolo,73.0,6.0,2370.0,215.4545440673828,23.0,0.0,11.0,2.0,1.0,2.0,33.0,3.0,0.0,0.0,17.0,349.0,1.0909091234207153,18.0,2470.0,33.0,-1.0,0.0,0.0,3.0,224.5454559326172,1.434999942779541
199,Nyheim Hines,68.0,9.0,33.0,2.0625,24.0,0.0,2.0,0.0,0.0,1.0,33.0,2.0625,5.0,16.0,17.0,24.0,0.75,2.0,274.0,274.0,-1.0,0.0,0.0,17.125,17.125,1.375
